,price
10894,70
10895,200
10896,90
10897,139
10898,360
10899,185
10900,95
10901,100
10902,195
10903,235
10904,150
10905,70
10906,95
10907,450
10908,50
10909,100
10910,160
10911,65
10912,104
10913,60
10914,60
10915,50
10916,190
10917,60
10918,55
10919,80
10920,65
10921,235
10922,205
10923,109
10924,85
10925,80
10926,120
10927,130
10928,190
10929,455
10930,99
10931,125
10932,52
10933,110
10934,75
10935,99
10936,137
10937,85
10938,149
10939,124
10940,125
10941,70
10942,99
10943,109
10944,235
10945,95
10946,250
10947,95
10948,85
10949,190
10950,125
10951,125
10952,374
10953,160
10954,59
10955,70
10956,55
10957,100
10958,95
10959,250
10960,95
10961,89
10962,285
10963,127
10964,150
10965,225
10966,150
10967,50
10968,60
10969,275
10970,65
10971,80
10972,130
10973,199
10974,65
10975,75
10976,200
10977,40
10978,68
10979,130
10980,135
10981,165
10982,250
10983,52
10984,170
10985,42
10986,65
10987,80
10988,130
10989,140
10990,200
10991,55
10992,50
10993,175
10994,500
10995,99
10996,650
10997,200
10998,180
10999,75
11000,90
11001,51
11002,62
11003,70
11004,90
11005,45
11006,109
11007,100
11008,200
11009,149
11010,55
11011,275
11012,70
11013,29
11014,195
11015,220
11016,80
11017,110
11018,70
11019,90
11020,130
11021,2000
11022,149
11023,100
11024,100
11025,125
11026,200
11027,199
11028,50
11029,300
11030,285
11031,330
11032,39
11033,60
11034,77
11035,115
11036,99
11037,250
11038,62
11039,105
11040,55
11041,172
11042,100
11043,120
11044,60
11045,72
11046,80
11047,229
11048,70
11049,40
11050,99
11051,100
11052,78
11053,125
11054,190
11055,100
11056,135
11057,250
11058,125
11059,228
11060,37
11061,116
11062,99
11063,50
11064,54
11065,70
11066,135
11067,425
11068,122
11069,141
11070,800
11071,70
11072,90
11073,150
11074,250
11075,115
11076,130
11077,74
11078,48
11079,85
11080,180
11081,97
11082,131
11083,100
11084,100
11085,105
11086,100
11087,145
11088,289
11089,800
11090,90
11091,29
11092,70
11093,80
11094,120
11095,60
11096,80
11097,70
11098,175
11099,144
11100,40
11101,340
11102,180
11103,75
11104,80
11105,352
11106,69
11107,150
11108,500
11109,250
11110,280
11111,55
11112,50
11113,49
11114,135
11115,45
11116,150
11117,120
11118,150
11119,120
11120,80
11121,60
11122,70
11123,239
11124,275
11125,89
11126,300
11127,50
11128,37
11129,239
11130,190
11131,150
11132,150
11133,360
11134,115
11135,150
11136,207
11137,120
11138,160
11139,85
11140,100
11141,45
11142,160
11143,40
11144,49
11145,40
11146,495
11147,89
11148,220
11149,99
11150,160
11151,80
11152,78
11153,110
11154,130
11155,150
11156,59
11157,80
11158,80
11159,160
11160,45
11161,94
11162,77
11163,149
11164,130
11165,57
11166,150
11167,55
11168,127
11169,60
11170,64
11171,40
11172,50
11173,83
11174,200
11175,49
11176,60
11177,45
11178,180
11179,45
11180,89
11181,25
11182,285
11183,100
11184,90
11185,75
11186,75
11187,200
11188,35
11189,297
11190,150
11191,195
11192,80
11193,50
11194,115
11195,70
11196,119
11197,120
11198,400
11199,250
11200,225
11201,45
11202,260
11203,155
11204,97
11205,75
11206,155
11207,237
11208,80
11209,250
11210,60
11211,42
11212,105
11213,300
11214,120
11215,80
11216,125
11217,125
11218,50
11219,60
11220,90
11221,60
11222,275
11223,100
11224,200
11225,99
11226,112
11227,65
11228,200
11229,98
11230,50
11231,135
11232,50
11233,145
11234,450
11235,141
11236,110
11237,107
11238,110
11239,1000
11240,299
11241,190
11242,175
11243,70
11244,75
11245,155
11246,96
11247,350
11248,90
11249,500
11250,40
11251,175
11252,50
11253,130
11254,90
11255,65
11256,200
11257,63
11258,110
11259,100
11260,60
11261,45
11262,117
11263,175
11264,2000
11265,60
11266,148
11267,65
11268,150
11269,100
11270,200
11271,650
11272,199
11273,115
11274,245
11275,187
11276,88
11277,280
11278,200
11279,95
11280,260
11281,148
11282,100
11283,100
11284,60
11285,64
11286,125
11287,65
11288,110
11289,745
11290,140
11291,35
11292,85
11293,111
11294,399
11295,40
11296,300
11297,180
11298,100
11299,150
11300,63
11301,175
11302,84
11303,33
11304,50
11305,75
11306,125
11307,140
11308,85
11309,250
11310,60
11311,45
11312,395
11313,140
11314,190
11315,91
11316,40
11317,135
11318,50
11319,72
11320,130
11321,90
11322,100
11323,150
11324,62
11325,100
11326,150
11327,95
11328,170
11329,40
11330,54
11331,30
11332,150
11333,250
11334,50
11335,120
11336,410
11337,73
11338,250
11339,1170
11340,250
11341,139
11342,149
11343,185
11344,230
11345,175
11346,150
11347,325
11348,100
11349,50
11350,80
11351,135
11352,32
11353,261
11354,60
11355,57
11356,225
11357,200
11358,115
11359,200
11360,699
11361,65
11362,150
11363,375
11364,175
11365,45
11366,225
11367,165
11368,250
11369,1150
11370,85
11371,135
11372,125
11373,300
11374,120
11375,100
11376,179
11377,50
11378,115
11379,100
11380,75
11381,60
11382,240
11383,290
11384,56
11385,95
11386,70
11387,125
11388,195
11389,45
11390,64
11391,50
11392,80
11393,55
11394,1000
11395,42
11396,80
11397,105
11398,45
11399,125
11400,45
11401,95
11402,200
11403,190
11404,170
11405,250
11406,54
11407,150
11408,300
11409,115
11410,225
11411,83
11412,125
11413,250
11414,129
11415,135
11416,200
11417,175
11418,55
11419,50
11420,125
11421,200
11422,40
11423,50
11424,166
11425,124
11426,65
11427,57
11428,100
11429,60
11430,90
11431,130
11432,350
11433,60
11434,80
11435,70
11436,41
11437,100
11438,500
11439,200
11440,120
11441,170
11442,42
11443,50
11444,170
11445,189
11446,150
11447,77
11448,150
11449,60
11450,150
11451,120
11452,85
11453,85
11454,450
11455,60
11456,95
11457,38
11458,150
11459,125
11460,125
11461,130
11462,59
11463,65
11464,259
11465,90
11466,60
11467,95
11468,45
11469,133
11470,259
11471,150
11472,35
11473,139
11474,39
11475,125
11476,434
11477,500
11478,100
11479,99
11480,70
11481,200
11482,88
11483,115
11484,75
11485,140
11486,80
11487,44
11488,269
11489,150
11490,299
11491,195
11492,140
11493,180
11494,84
11495,70
11496,55
11497,65
11498,45
11499,96
11500,82
11501,150
11502,125
11503,115
11504,145
11505,169
11506,75
11507,100
11508,69
11509,45
11510,75
11511,55
11512,55
11513,48
11514,50
11515,56
11516,65
11517,140
11518,95
11519,73
11520,230
11521,180
11522,47
11523,55
11524,125
11525,60
11526,104
11527,225
11528,169
11529,45
11530,130
11531,53
11532,150
11533,140
11534,295
11535,98
11536,120
11537,170
11538,47
11539,129
11540,119
11541,99
11542,225
11543,50
11544,100
11545,55
11546,155
11547,275
11548,65
11549,170
11550,95
11551,129
11552,175
11553,136
11554,190
11555,150
11556,75
11557,590
11558,169
11559,51
11560,899
11561,90
11562,25
11563,65
11564,42
11565,40
11566,60
11567,157
11568,170
11569,50
11570,55
11571,45
11572,109
11573,105
11574,150
11575,45
11576,40
11577,105
11578,135
11579,180
11580,150
11581,70
11582,120
11583,89
11584,100
11585,125
11586,170
11587,80
11588,249
11589,350
11590,175
11591,120
11592,230
11593,100
11594,139
11595,89
11596,159
11597,229
11598,70
11599,125
11600,200
11601,169
11602,175
11603,150
11604,90
11605,165
11606,305
11607,200
11608,88
11609,110
11610,42
11611,150
11612,50
11613,125
11614,125
11615,80
11616,75
11617,120
11618,79
11619,90
11620,190
11621,239
11622,200
11623,200
11624,175
11625,200
11626,130
11627,95
11628,140
11629,100
11630,75
11631,74
11632,80
11633,60
11634,125
11635,80
11636,97
11637,79
11638,110
11639,140
11640,57
11641,195
11642,175
11643,50
11644,180
11645,180
11646,180
11647,100
11648,175
11649,210
11650,100
11651,250
11652,55
11653,80
11654,103
11655,150
11656,90
11657,150
11658,190
11659,95
11660,75
11661,150
11662,48
11663,65
11664,27
11665,150
11666,75
11667,80
11668,185
11669,55
11670,98
11671,165
11672,75
11673,145
11674,135
11675,50
11676,100
11677,100
11678,130
11679,145
11680,45
11681,120
11682,90
11683,190
11684,250
11685,90
11686,165
11687,175
11688,120
11689,85
11690,90
11691,70
11692,110
11693,239
11694,125
11695,239
11696,55
11697,195
11698,150
11699,104
11700,95
11701,45
11702,210
11703,189
11704,40
11705,100
11706,295
11707,75
11708,34
11709,200
11710,75
11711,110
11712,100
11713,185
11714,145
11715,250
11716,55
11717,145
11718,150
11719,70
11720,195
11721,86
11722,120
11723,60
11724,65
11725,199
11726,55
11727,150
11728,165
11729,100
11730,149
11731,36
11732,50
11733,50
11734,300
11735,73
11736,100
11737,193
11738,79
11739,60
11740,60
11741,159
11742,75
11743,750
11744,235
11745,139
11746,41
11747,220
11748,120
11749,180
11750,185
11751,225
11752,200
11753,150
11754,74
11755,49
11756,140
11757,180
11758,50
11759,47
11760,245
11761,115
11762,50
11763,110
11764,125
11765,150
11766,139
11767,220
11768,150
11769,79
11770,240
11771,115
11772,120
11773,200
11774,200
11775,150
11776,165
11777,85
11778,130
11779,85
11780,90
11781,120
11782,70
11783,40
11784,55
11785,130
11786,60
11787,65
11788,249
11789,75
11790,500
11791,169
11792,300
11793,95
11794,69
11795,240
11796,120
11797,180
11798,80
11799,90
11800,140
11801,200
11802,139
11803,250
11804,47
11805,108
11806,85
11807,75
11808,60
11809,80
11810,60
11811,50
11812,120
11813,300
11814,275
11815,100
11816,65
11817,65
11818,350
11819,132
11820,35
11821,150
11822,75
11823,100
11824,89
11825,50
11826,300
11827,50
11828,400
11829,250
11830,70
11831,135
11832,450
11833,80
11834,90
11835,100
11836,90
11837,145
11838,125
11839,50
11840,150
11841,95
11842,125
11843,120
11844,400
11845,201
11846,50
11847,199
11848,49
11849,185
11850,85
11851,89
11852,100
11853,60
11854,132
11855,125
11856,100
11857,175
11858,304
11859,95
11860,100
11861,300
11862,175
11863,300
11864,39
11865,179
11866,20
11867,120
11868,82
11869,170
11870,120
11871,75
11872,110
11873,177
11874,180
11875,70
11876,325
11877,165
11878,75
11879,159
11880,150
11881,150
11882,230
11883,159
11884,250
11885,119
11886,239
11887,80
11888,99
11889,250
11890,125
11891,150
11892,50
11893,200
11894,47
11895,150
11896,299
11897,142
11898,150
11899,88
11900,800
11901,85
11902,169
11903,110
11904,60
11905,110
11906,78
11907,110
11908,46
11909,80
11910,150
11911,199
11912,125
11913,650
11914,58
11915,200
11916,145
11917,98
11918,40
11919,135
11920,250
11921,250
11922,130
11923,60
11924,350
11925,465
11926,126
11927,215
11928,139
11929,200
11930,200
11931,40
11932,55
11933,99
11934,82
11935,185
11936,60
11937,200
11938,140
11939,94
11940,134
11941,60
11942,70
11943,200
11944,90
11945,115
11946,245
11947,375
11948,75
11949,150
11950,159
11951,40
11952,57
11953,425
11954,200
11955,65
11956,65
11957,75
11958,90
11959,100
11960,100
11961,77
11962,165
11963,190
11964,190
11965,45
11966,72
11967,230
11968,250
11969,140
11970,85
11971,99
11972,200
11973,99
11974,140
11975,181
11976,165
11977,175
11978,100
11979,209
11980,110
11981,50
11982,80
11983,75
11984,70
11985,125
11986,70
11987,180
11988,100
11989,200
11990,100
11991,95
11992,150
11993,144
11994,42
11995,95
11996,220
11997,209
11998,118
11999,50
12000,95
12001,85
12002,200
12003,161
12004,110
12005,149
12006,104
12007,200
12008,99
12009,80
12010,400
12011,98
12012,63
12013,69
12014,89
12015,99
12016,140
12017,150
12018,199
12019,120
12020,175
12021,300
12022,40
12023,100
12024,170
12025,120
12026,60
12027,90
12028,60
12029,450
12030,75
12031,170
12032,75
12033,75
12034,80
12035,139
12036,250
12037,150
12038,90
12039,55
12040,296
12041,150
12042,139
12043,249
12044,250
12045,205
12046,90
12047,25
12048,65
12049,250
12050,140
12051,110
12052,200
12053,120
12054,120
12055,110
12056,200
12057,60
12058,205
12059,50
12060,183
12061,125
12062,70
12063,90
12064,375
12065,50
12066,199
12067,130
12068,285
12069,72
12070,36
12071,84
12072,100
12073,130
12074,285
12075,175
12076,465
12077,175
12078,165
12079,156
12080,191
12081,160
12082,305
12083,200
12084,260
12085,105
12086,85
12087,100
12088,79
12089,120
12090,300
12091,65
12092,100
12093,127
12094,49
12095,108
12096,121
12097,180
12098,34
12099,180
12100,250
12101,100
12102,175
12103,175
12104,190
12105,90
12106,160
12107,51
12108,150
12109,325
12110,99
12111,150
12112,280
12113,110
12114,100
12115,125
12116,275
12117,308
12118,200
12119,60
12120,65
12121,110
12122,189
12123,60
12124,90
12125,65
12126,128
12127,200
12128,120
12129,75
12130,69
12131,120
12132,95
12133,142
12134,210
12135,155
12136,300
12137,70
12138,180
12139,70
12140,95
12141,100
12142,129
12143,62
12144,40
12145,90
12146,42
12147,125
12148,100
12149,70
12150,108
12151,500
12152,115
12153,275
12154,40
12155,289
12156,130
12157,55
12158,125
12159,130
12160,60
12161,99
12162,50
12163,78
12164,150
12165,90
12166,275
12167,70
12168,39
12169,185
12170,49
12171,69
12172,330
12173,110
12174,450
12175,150
12176,80
12177,80
12178,310
12179,70
12180,325
12181,65
12182,155
12183,45
12184,125
12185,49
12186,150
12187,80
12188,145
12189,125
12190,60
12191,50
12192,70
12193,531
12194,199
12195,214
12196,70
12197,105
12198,240
12199,114
12200,45
12201,45
12202,143
12203,145
12204,90
12205,75
12206,225
12207,150
12208,150
12209,182
12210,62
12211,65
12212,175
12213,525
12214,98
12215,61
12216,159
12217,68
12218,69
12219,125
12220,115
12221,85
12222,209
12223,225
12224,100
12225,55
12226,80
12227,80
12228,85
12229,280
12230,125
12231,90
12232,175
12233,150
12234,180
12235,250
12236,60
12237,200
12238,295
12239,40
12240,150
12241,40
12242,180
12243,145
12244,175
12245,275
12246,115
12247,175
12248,65
12249,345
12250,150
12251,75
12252,219
12253,300
12254,225
12255,275
12256,350
12257,175
12258,60
12259,350
12260,119
12261,175
12262,335
12263,70
12264,180
12265,299
12266,99
12267,95
12268,50
12269,150
12270,655
12271,99
12272,250
12273,450
12274,190
12275,58
12276,70
12277,41
12278,325
12279,180
12280,95
12281,500
12282,160
12283,303
12284,400
12285,46
12286,132
12287,125
12288,50
12289,45
12290,165
12291,79
12292,215
12293,80
12294,150
12295,62
12296,68
12297,300
12298,149
12299,200
12300,275
12301,110
12302,83
12303,150
12304,166
12305,79
12306,220
12307,70
12308,60
12309,80
12310,50
12311,120
12312,50
12313,185
12314,320
12315,45
12316,85
12317,300
12318,199
12319,150
12320,50
12321,180
12322,299
12323,66
12324,410
12325,200
12326,149
12327,98
12328,150
12329,1200
12330,300
12331,55
12332,200
12333,140
12334,110
12335,80
12336,60
12337,126
12338,55
12339,325
12340,140
12341,50
12342,9999
12343,186
12344,245
12345,150
12346,99
12347,290
12348,43
12349,85
12350,95
12351,180
12352,100
12353,40
12354,129
12355,130
12356,280
12357,165
12358,100
12359,100
12360,85
12361,160
12362,195
12363,150
12364,63
12365,60
12366,95
12367,50
12368,59
12369,175
12370,83
12371,80
12372,200
12373,265
12374,350
12375,36
12376,78
12377,80
12378,218
12379,95
12380,130
12381,130
12382,51
12383,45
12384,200
12385,350
12386,265
12387,228
12388,90
12389,60
12390,120
12391,65
12392,90
12393,225
12394,103
12395,500
12396,62
12397,45
12398,300
12399,299
12400,85
12401,80
12402,250
12403,49
12404,220
12405,109
12406,300
12407,300
12408,90
12409,289
12410,37
12411,50
12412,75
12413,44
12414,45
12415,120
12416,110
12417,195
12418,100
12419,200
12420,160
12421,115
12422,55
12423,150
12424,70
12425,130
12426,100
12427,375
12428,49
12429,49
12430,245
12431,250
12432,55
12433,225
12434,68
12435,220
12436,75
12437,120
12438,129
12439,199
12440,92
12441,185
12442,179
12443,80
12444,80
12445,100
12446,225
12447,60
12448,166
12449,70
12450,63
12451,115
12452,65
12453,55
12454,76
12455,140
12456,150
12457,39
12458,450
12459,105
12460,80
12461,110
12462,75
12463,450
12464,150
12465,125
12466,125
12467,80
12468,260
12469,85
12470,199
12471,135
12472,100
12473,99
12474,34
12475,89
12476,77
12477,350
12478,190
12479,115
12480,40
12481,200
12482,135
12483,135
12484,99
12485,145
12486,349
12487,75
12488,200
12489,119
12490,65
12491,50
12492,199
12493,80
12494,55
12495,99
12496,125
12497,235
12498,110
12499,120
12500,195
12501,109
12502,100
12503,55
12504,150
12505,100
12506,450
12507,155
12508,80
12509,60
12510,85
12511,90
12512,70
12513,50
12514,120
12515,75
12516,31
12517,79
12518,160
12519,99
12520,199
12521,260
12522,200
12523,395
12524,65
12525,219
12526,60
12527,45
12528,60
12529,107
12530,230
12531,288
12532,50
12533,130
12534,85
12535,80
12536,84
12537,63
12538,45
12539,125
12540,160
12541,63
12542,125
12543,45
12544,115
12545,269
12546,55
12547,150
12548,100
12549,190
12550,150
12551,75
12552,59
12553,173
12554,60
12555,115
12556,89
12557,70
12558,89
12559,60
12560,130
12561,400
12562,90
12563,200
12564,65
12565,43
12566,55
12567,120
12568,110
12569,95
12570,145
12571,550
12572,59
12573,239
12574,49
12575,95
12576,160
12577,90
12578,80
12579,125
12580,65
12581,77
12582,220
12583,150
12584,200
12585,200
12586,160
12587,90
12588,230
12589,55
12590,160
12591,46
12592,224
12593,300
12594,100
12595,95
12596,100
12597,47
12598,139
12599,68
12600,110
12601,112
12602,85
12603,450
12604,390
12605,55
12606,55
12607,85
12608,160
12609,155
12610,70
12611,185
12612,90
12613,200
12614,58
12615,70
12616,50
12617,85
12618,200
12619,250
12620,45
12621,109
12622,48
12623,150
12624,350
12625,100
12626,177
12627,108
12628,28
12629,101
12630,35
12631,105
12632,95
12633,62
12634,65
12635,150
12636,113
12637,300
12638,65
12639,55
12640,150
12641,120
12642,160
12643,135
12644,175
12645,300
12646,80
12647,40
12648,170
12649,85
12650,85
12651,84
12652,399
12653,450
12654,140
12655,210
12656,135
12657,200
12658,200
12659,47
12660,50
12661,95
12662,280
12663,50
12664,200
12665,197
12666,120
12667,60
12668,100
12669,84
12670,200
12671,150
12672,35
12673,195
12674,37
12675,200
12676,125
12677,100
12678,70
12679,125
12680,123
12681,95
12682,199
12683,125
12684,45
12685,189
12686,50
12687,120
12688,250
12689,95
12690,140
12691,99
12692,120
12693,35
12694,195
12695,35
12696,250
12697,70
12698,140
12699,159
12700,149
12701,180
12702,110
12703,100
12704,50
12705,425
12706,195
12707,260
12708,499
12709,75
12710,250
12711,350
12712,275
12713,325
12714,300
12715,75
12716,100
12717,45
12718,146
12719,89
12720,75
12721,175
12722,75
12723,102
12724,250
12725,190
12726,120
12727,70
12728,63
12729,100
12730,130
12731,140
12732,65
12733,90
12734,46
12735,72
12736,115
12737,90
12738,65
12739,250
12740,1000
12741,159
12742,99
12743,100
12744,250
12745,120
12746,80
12747,300
12748,45
12749,200
12750,65
12751,70
12752,60
12753,240
12754,50
12755,100
12756,200
12757,180
12758,65
12759,130
12760,125
12761,250
12762,70
12763,100
12764,90
12765,90
12766,31
12767,45
12768,188
12769,39
12770,39
12771,85
12772,40
12773,75
12774,200
12775,88
12776,130
12777,40
12778,65
12779,129
12780,500
12781,125
12782,100
12783,100
12784,24
12785,160
12786,125
12787,205
12788,750
12789,75
12790,150
12791,195
12792,477
12793,275
12794,699
12795,180
12796,60
12797,128
12798,140
12799,98
12800,1200
12801,800
12802,130
12803,325
12804,200
12805,125
12806,62
12807,144
12808,90
12809,45
12810,75
12811,85
12812,50
12813,50
12814,86
12815,60
12816,372
12817,75
12818,60
12819,29
12820,85
12821,60
12822,124
12823,90
12824,300
12825,70
12826,87
12827,100
12828,55
12829,139
12830,200
12831,300
12832,50
12833,260
12834,120
12835,110
12836,50
12837,90
12838,225
12839,83
12840,30
12841,65
12842,60
12843,140
12844,799
12845,330
12846,1100
12847,75
12848,140
12849,100
12850,100
12851,110
12852,75
12853,150
12854,90
12855,70
12856,85
12857,150
12858,145
12859,77
12860,200
12861,60
12862,70
12863,365
12864,180
12865,230
12866,79
12867,49
12868,165
12869,140
12870,72
12871,369
12872,63
12873,165
12874,112
12875,119
12876,160
12877,170
12878,995
12879,185
12880,500
12881,48
12882,150
12883,199
12884,80
12885,60
12886,125
12887,62
12888,60
12889,600
12890,75
12891,80
12892,195
12893,68
12894,45
12895,90
12896,200
12897,30
12898,80
12899,125
12900,70
12901,50
12902,110
12903,199
12904,40
12905,65
12906,85
12907,160
12908,69
12909,42
12910,120
12911,150
12912,130
12913,85
12914,100
12915,210
12916,28
12917,60
12918,60
12919,140
12920,69
12921,73
12922,67
12923,123
12924,110
12925,250
12926,80
12927,325
12928,300
12929,44
12930,197
12931,60
12932,165
12933,30
12934,120
12935,119
12936,39
12937,250
12938,130
12939,100
12940,28
12941,149
12942,39
12943,225
12944,100
12945,45
12946,120
12947,99
12948,206
12949,120
12950,275
12951,290
12952,300
12953,75
12954,80
12955,150
12956,80
12957,70
12958,130
12959,50
12960,125
12961,150
12962,290
12963,210
12964,150
12965,129
12966,64
12967,100
12968,60
12969,120
12970,180
12971,45
12972,90
12973,200
12974,239
12975,139
12976,279
12977,95
12978,70
12979,90
12980,70
12981,94
12982,250
12983,850
12984,85
12985,65
12986,369
12987,200
12988,88
12989,65
12990,239
12991,79
12992,239
12993,239
12994,239
12995,120
12996,175
12997,200
12998,103
12999,80
13000,80
13001,60
13002,50
13003,50
13004,145
13005,425
13006,275
13007,150
13008,229
13009,200
13010,300
13011,47
13012,200
13013,200
13014,180
13015,270
13016,30
13017,170
13018,55
13019,185
13020,30
13021,139
13022,101
13023,85
13024,50
13025,38
13026,219
13027,325
13028,100
13029,69
13030,275
13031,249
13032,249
13033,239
13034,100
13035,49
13036,239
13037,150
13038,239
13039,239
13040,150
13041,200
13042,50
13043,190
13044,59
13045,40
13046,52
13047,89
13048,369
13049,100
13050,90
13051,115
13052,150
13053,400
13054,66
13055,180
13056,149
13057,89
13058,85
13059,67
13060,75
13061,94
13062,80
13063,70
13064,115
13065,90
13066,155
13067,65
13068,60
13069,149
13070,70
13071,100
13072,120
13073,150
13074,160
13075,135
13076,200
13077,50
13078,225
13079,35
13080,45
13081,140
13082,160
13083,35
13084,125
13085,160
13086,180
13087,179
13088,120
13089,70
13090,68
13091,100
13092,300
13093,152
13094,100
13095,200
13096,250
13097,200
13098,200
13099,245
13100,79
13101,175
13102,45
13103,180
13104,139
13105,220
13106,70
13107,99
13108,120
13109,178
13110,55
13111,124
13112,380
13113,55
13114,250
13115,180
13116,375
13117,200
13118,180
13119,65
13120,65
13121,60
13122,60
13123,45
13124,50
13125,74
13126,50
13127,60
13128,150
13129,55
13130,40
13131,120
13132,35
13133,250
13134,85
13135,125
13136,146
13137,99
13138,69
13139,70
13140,159
13141,40
13142,65
13143,45
13144,42
13145,100
13146,40
13147,175
13148,500
13149,90
13150,400
13151,130
13152,70
13153,48
13154,169
13155,200
13156,100
13157,50
13158,80
13159,200
13160,369
13161,215
13162,249
13163,110
13164,110
13165,30
13166,50
13167,86
13168,79
13169,150
13170,199
13171,85
13172,50
13173,140
13174,59
13175,330
13176,175
13177,91
13178,25
13179,75
13180,225
13181,66
13182,40
13183,174
13184,200
13185,150
13186,102
13187,85
13188,76
13189,75
13190,135
13191,175
13192,100
13193,145
13194,49
13195,50
13196,120
13197,50
13198,50
13199,60
13200,55
13201,199
13202,90
13203,189
13204,49
13205,65
13206,90
13207,49
13208,75
13209,100
13210,59
13211,130
13212,225
13213,97
13214,250
13215,150
13216,63
13217,200
13218,139
13219,250
13220,140
13221,95
13222,55
13223,32
13224,110
13225,30
13226,250
13227,100
13228,115
13229,90
13230,139
13231,150
13232,170
13233,75
13234,120
13235,80
13236,50
13237,100
13238,36
13239,100
13240,129
13241,199
13242,60
13243,60
13244,60
13245,99
13246,101
13247,55
13248,219
13249,150
13250,25
13251,26
13252,90
13253,500
13254,120
13255,59
13256,70
13257,100
13258,115
13259,150
13260,105
13261,65
13262,113
13263,70
13264,199
13265,125
13266,140
13267,85
13268,70
13269,89
13270,95
13271,70
13272,154
13273,220
13274,45
13275,59
13276,95
13277,129
13278,115
13279,105
13280,93
13281,40
13282,88
13283,85
13284,170
13285,75
13286,55
13287,57
13288,199
13289,105
13290,485
13291,125
13292,150
13293,95
13294,200
13295,90
13296,120
13297,100
13298,70
13299,110
13300,96
13301,50
13302,175
13303,70
13304,75
13305,51
13306,80
13307,110
13308,80
13309,60
13310,170
13311,155
13312,65
13313,165
13314,115
13315,150
13316,700
13317,125
13318,75
13319,150
13320,170
13321,150
13322,150
13323,45
13324,55
13325,89
13326,100
13327,35
13328,70
13329,100
13330,78
13331,59
13332,148
13333,125
13334,155
13335,61
13336,100
13337,55
13338,40
13339,196
13340,101
13341,50
13342,150
13343,102
13344,30
13345,250
13346,115
13347,129
13348,90
13349,120
13350,150
13351,146
13352,70
13353,115
13354,49
13355,200
13356,166
13357,40
13358,137
13359,58
13360,55
13361,35
13362,150
13363,150
13364,175
13365,189
13366,42
13367,175
13368,150
13369,425
13370,110
13371,75
13372,170
13373,120
13374,65
13375,350
13376,199
13377,67
13378,189
13379,80
13380,50
13381,220
13382,79
13383,49
13384,226
13385,79
13386,80
13387,169
13388,100
13389,98
13390,45
13391,70
13392,150
13393,125
13394,155
13395,179
13396,60
13397,90
13398,65
13399,179
13400,50
13401,50
13402,189
13403,67
13404,99
13405,140
13406,90
13407,55
13408,80
13409,170
13410,90
13411,175
13412,117
13413,43
13414,189
13415,35
13416,61
13417,205
13418,35
13419,39
13420,190
13421,249
13422,159
13423,125
13424,37
13425,299
13426,175
13427,42
13428,110
13429,179
13430,90
13431,130
13432,140
13433,168
13434,128
13435,64
13436,35
13437,60
13438,200
13439,199
13440,175
13441,95
13442,55
13443,125
13444,45
13445,95
13446,153
13447,39
13448,200
13449,85
13450,315
13451,89
13452,350
13453,179
13454,37
13455,75
13456,150
13457,225
13458,140
13459,115
13460,58
13461,190
13462,100
13463,119
13464,139
13465,140
13466,129
13467,800
13468,110
13469,90
13470,61
13471,65
13472,60
13473,60
13474,150
13475,587
13476,175
13477,60
13478,166
13479,120
13480,135
13481,145
13482,185
13483,120
13484,206
13485,65
13486,80
13487,139
13488,239
13489,399
13490,550
13491,30
13492,125
13493,195
13494,500
13495,47
13496,69
13497,90
13498,99
13499,75
13500,35
13501,55
13502,80
13503,100
13504,60
13505,40
13506,118
13507,97
13508,210
13509,55
13510,62
13511,185
13512,200
13513,165
13514,125
13515,102
13516,80
13517,449
13518,200
13519,84
13520,95
13521,65
13522,152
13523,50
13524,250
13525,149
13526,124
13527,58
13528,159
13529,250
13530,150
13531,250
13532,500
13533,58
13534,199
13535,55
13536,95
13537,36
13538,165
13539,72
13540,179
13541,209
13542,149
13543,150
13544,375
13545,65
13546,275
13547,110
13548,99
13549,85
13550,189
13551,100
13552,75
13553,45
13554,75
13555,125
13556,150
13557,71
13558,46
13559,105
13560,41
13561,99
13562,37
13563,60
13564,218
13565,150
13566,52
13567,210
13568,115
13569,105
13570,80
13571,225
13572,175
13573,120
13574,65
13575,99
13576,160
13577,60
13578,90
13579,230
13580,250
13581,299
13582,499
13583,79
13584,46
13585,110
13586,70
13587,150
13588,59
13589,165
13590,149
13591,129
13592,42
13593,120
13594,63
13595,180
13596,220
13597,68
13598,119
13599,37
13600,80
13601,55
13602,50
13603,199
13604,50
13605,60
13606,135
13607,64
13608,80
13609,65
13610,48
13611,115
13612,45
13613,38
13614,85
13615,275
13616,125
13617,250
13618,79
13619,105
13620,100
13621,70
13622,65
13623,60
13624,50
13625,35
13626,180
13627,70
13628,220
13629,135
13630,140
13631,175
13632,180
13633,165
13634,55
13635,100
13636,91
13637,175
13638,70
13639,143
13640,55
13641,110
13642,30
13643,90
13644,199
13645,99
13646,40
13647,235
13648,62
13649,85
13650,60
13651,45
13652,155
13653,135
13654,165
13655,295
13656,77
13657,43
13658,230
13659,70
13660,105
13661,54
13662,199
13663,145
13664,97
13665,55
13666,285
13667,185
13668,200
13669,300
13670,255
13671,500
13672,75
13673,150
13674,64
13675,250
13676,135
13677,70
13678,295
13679,135
13680,50
13681,69
13682,299
13683,204
13684,80
13685,125
13686,69
13687,139
13688,149
13689,100
13690,360
